975;ОГК-5 ао
28481;ОГК-5-003D
978;ОГК-6 ао
979;ОГК-6-001D
28327;ОйлТехОвер
54550;ОКС ао
53204;ОКС ао 01D
67050;ОКС-002Dао
85461;ОКС-003Dао
984;ОЛМАакц пф
42015;ОЛМАИндРТС
17763;ОЛМА-МирНГ
17762;ОЛМАРУС100
985;ОЛМАтэ пф
40762;ОЛМА-ФОР
43149;ОЛМА-ЦЕНТР
27771;ОМЗ-1в-ап
27770;ОМЗ-4в-ао
989;ОМЗ-ао
990;ОМЗ-ап
992;ОМПК ао
18048;Омскшина
1000;ОмскЭнСб
1001;ОмскЭнСб-п
993;ОПИН ао
17145;ОптИнв ао
136964;ОР ао
27729;ОРГБАНК-ао
41401;ОргСинт ао
41402;ОргСинт ап
28418;ОрелГК
28419;ОрелГК-п
1004;Орелэнерго
1005;Орелэнрг-п
27820;Оренэс-2ао
27772;Оренэс-2ап
45274;ОРЕОЛПроек
1006;ОрлЭнСб ао
1007;ОрлЭнСб ап
27804;Орэлсв-2ао
27805;Орэлсв-2ап
76910;Отисифарм
42084;Откр-Акции
67217;ОткрФКБ ао
1013;ПАВА ао
41500;ПавлАвт ао
35502;ПалладаОбл
35501;ПалладаПрР
1014;ПАНОРАМАпф
91758;ПАО Сибирский гостинец
82953;ПАО ТНС ао
40833;ПбЖН 2 ип
28400;ПензаГК
28401;ПензаГК-п
1263;ПензаЭК ао
1264;ПензаЭК ап
1265;ПензаЭн
1266;ПензаЭн-п
41503;ПензаЭС ао
41504;ПензаЭС ап
57251;ПерАлгФонд
43712;Первоб-Нед
42051;ПервыйСтр
1271;ПермМот ао
1273;ПермьЭнСб
1272;ПермьЭнС-п
27762;Пермэнр-ао
27739;Пермэнр-ап
51220;Перспект
51221;Перспект-2
47454;Перспектив
1275;ПетербСК
41501;ПетербСК-п
41814;Петр ао
41815;Петр02 ао
41816;Петр03 ао
41817;Петр04 ао
41818;Петр05 ао
41819;Петр06 ао
1019;ПИК ао
46251;ПИКРитейл
60069;ПИКРитейл4
1021;ПИОГИП-ММ
1022;ПИОГИП-НГ
1023;ПИОГИП-Тел
1024;ПИОГИПФА2Э
1026;ПИОГИПФакц
1027;ПИОГИПФинд
1025;ПИОГИПФНд2
1028;ПИОГИПФобл
1029;ПИОГИПФсбл
1030;ПИОГИПЭнер
1031;ПИОГЛОБАЛ
27778;ПримПар
28409;ПриокскГК
17327;ПроектИ ао
1294;Промавт-ао
58189;Прометей
43367;ПРОМИНВЕСТ
48946;Промсвб ао
1297;ПросперФА
28606;ПРОТЕК ао
43807;ПрофТехР М
1246;ПСБИндММВБ
1247;ПСБСтоикНГ
1248;ПСБСтоикТк
1300;Псковэнерг
27731;Пурнфгз
27752;Пурнфгз-п
30375;ПФАГАНАКнc
1250;ПФАГАНАЭкв
1251;ПФАГАНАЭкс
51931;ПФДобКапит
1252;ПФОПТИМСтр
1254;ПФРенФЮгра
